SubmitTime RunTime JobID UserID PeerID TraceID Cluster.IAT Cluster.JRT Cluster.TRT
4210 15 7 U4 P4 gwa-t2 C1 C3 C3
4210 15 7 U4 P4 gwa-t2 C1 C3 C3
4210 15 7 U0 P0 gwa-t2 C1 C3 C3
4210 15 7 U0 P0 gwa-t2 C1 C3 C3
4210 15 7 U5 P5 gwa-t2 C1 C3 C3
4210 15 7 U5 P5 gwa-t2 C1 C3 C3
4210 15 7 U5 P5 gwa-t2 C1 C3 C3
4810 15 8 U3 P3 gwa-t2 C1 C3 C3
4810 15 8 U3 P3 gwa-t2 C1 C3 C3
4810 15 8 U3 P3 gwa-t2 C1 C3 C3
4810 15 8 U4 P4 gwa-t2 C1 C3 C3
4810 15 8 U4 P4 gwa-t2 C1 C3 C3
4810 15 8 U0 P0 gwa-t2 C1 C3 C3
4810 15 8 U0 P0 gwa-t2 C1 C3 C3
4810 15 8 U1 P1 gwa-t2 C1 C3 C3
4810 15 8 U1 P1 gwa-t2 C1 C3 C3
4810 15 8 U5 P5 gwa-t2 C1 C3 C3
4810 15 8 U5 P5 gwa-t2 C1 C3 C3
4810 15 8 U5 P5 gwa-t2 C1 C3 C3
5410 15 9 U4 P4 gwa-t2 C1 C3 C3
5410 15 9 U4 P4 gwa-t2 C1 C3 C3
5410 15 9 U4 P4 gwa-t2 C1 C3 C3
5410 15 9 U0 P0 gwa-t2 C1 C3 C3
5410 15 9 U0 P0 gwa-t2 C1 C3 C3
5410 15 9 U1 P1 gwa-t2 C1 C3 C3
5410 15 9 U1 P1 gwa-t2 C1 C3 C3
5410 15 9 U2 P2 gwa-t2 C1 C3 C3
5410 15 9 U2 P2 gwa-t2 C1 C3 C3
5410 15 9 U5 P5 gwa-t2 C1 C3 C3
5410 15 9 U5 P5 gwa-t2 C1 C3 C3
5410 15 9 U5 P5 gwa-t2 C1 C3 C3
6010 15 10 U0 P0 gwa-t2 C1 C3 C3
6010 15 10 U0 P0 gwa-t2 C1 C3 C3
6010 15 10 U0 P0 gwa-t2 C1 C3 C3
6010 15 10 U1 P1 gwa-t2 C1 C3 C3
6010 15 10 U1 P1 gwa-t2 C1 C3 C3
6010 15 10 U2 P2 gwa-t2 C1 C3 C3
6010 15 10 U2 P2 gwa-t2 C1 C3 C3
6010 15 10 U3 P3 gwa-t2 C1 C3 C3
6010 15 10 U3 P3 gwa-t2 C1 C3 C3
6010 15 10 U5 P5 gwa-t2 C1 C3 C3
6010 15 10 U5 P5 gwa-t2 C1 C3 C3
6010 15 10 U5 P5 gwa-t2 C1 C3 C3
6610 15 11 U1 P1 gwa-t2 C1 C3 C3
6610 15 11 U1 P1 gwa-t2 C1 C3 C3
6610 15 11 U1 P1 gwa-t2 C1 C3 C3
6610 15 11 U2 P2 gwa-t2 C1 C3 C3
6610 15 11 U2 P2 gwa-t2 C1 C3 C3
6610 15 11 U3 P3 gwa-t2 C1 C3 C3
6610 15 11 U3 P3 gwa-t2 C1 C3 C3
6610 15 11 U4 P4 gwa-t2 C1 C3 C3
6610 15 11 U4 P4 gwa-t2 C1 C3 C3
6610 15 11 U5 P5 gwa-t2 C1 C3 C3
6610 15 11 U5 P5 gwa-t2 C1 C3 C3
6610 15 11 U5 P5 gwa-t2 C1 C3 C3
7210 15 12 U2 P2 gwa-t2 C1 C3 C3
7210 15 12 U2 P2 gwa-t2 C1 C3 C3
7210 15 12 U2 P2 gwa-t2 C1 C3 C3
7210 15 12 U3 P3 gwa-t2 C1 C3 C3
7210 15 12 U3 P3 gwa-t2 C1 C3 C3
7210 15 12 U4 P4 gwa-t2 C1 C3 C3
7210 15 12 U4 P4 gwa-t2 C1 C3 C3
7210 15 12 U0 P0 gwa-t2 C1 C3 C3
7210 15 12 U0 P0 gwa-t2 C1 C3 C3
7210 15 12 U5 P5 gwa-t2 C1 C3 C3
7210 15 12 U5 P5 gwa-t2 C1 C3 C3
7210 15 12 U5 P5 gwa-t2 C1 C3 C3
7810 15 13 U3 P3 gwa-t2 C1 C3 C3
7810 15 13 U3 P3 gwa-t2 C1 C3 C3
7810 15 13 U3 P3 gwa-t2 C1 C3 C3
7810 15 13 U4 P4 gwa-t2 C1 C3 C3
7810 15 13 U4 P4 gwa-t2 C1 C3 C3
7810 15 13 U0 P0 gwa-t2 C1 C3 C3
7810 15 13 U0 P0 gwa-t2 C1 C3 C3
7810 15 13 U1 P1 gwa-t2 C1 C3 C3
7810 15 13 U1 P1 gwa-t2 C1 C3 C3
7810 15 13 U5 P5 gwa-t2 C1 C3 C3
7810 15 13 U5 P5 gwa-t2 C1 C3 C3
7810 15 13 U5 P5 gwa-t2 C1 C3 C3
8410 15 14 U4 P4 gwa-t2 C1 C3 C3
8410 15 14 U4 P4 gwa-t2 C1 C3 C3
8410 15 14 U4 P4 gwa-t2 C1 C3 C3
8410 15 14 U0 P0 gwa-t2 C1 C3 C3
8410 15 14 U0 P0 gwa-t2 C1 C3 C3
8410 15 14 U1 P1 gwa-t2 C1 C3 C3
8410 15 14 U1 P1 gwa-t2 C1 C3 C3
8410 15 14 U2 P2 gwa-t2 C1 C3 C3
8410 15 14 U2 P2 gwa-t2 C1 C3 C3
8410 15 14 U5 P5 gwa-t2 C1 C3 C3
8410 15 14 U5 P5 gwa-t2 C1 C3 C3
8410 15 14 U5 P5 gwa-t2 C1 C3 C3
9010 15 15 U0 P0 gwa-t2 C1 C3 C3
9010 15 15 U0 P0 gwa-t2 C1 C3 C3
9010 15 15 U0 P0 gwa-t2 C1 C3 C3
9010 15 15 U1 P1 gwa-t2 C1 C3 C3
9010 15 15 U1 P1 gwa-t2 C1 C3 C3
9010 15 15 U2 P2 gwa-t2 C1 C3 C3
9010 15 15 U2 P2 gwa-t2 C1 C3 C3
9010 15 15 U3 P3 gwa-t2 C1 C3 C3
9010 15 15 U3 P3 gwa-t2 C1 C3 C3
9010 15 15 U5 P5 gwa-t2 C1 C3 C3
9010 15 15 U5 P5 gwa-t2 C1 C3 C3
9010 15 15 U5 P5 gwa-t2 C1 C3 C3
9610 15 16 U1 P1 gwa-t2 C1 C3 C3
9610 15 16 U1 P1 gwa-t2 C1 C3 C3
9610 15 16 U1 P1 gwa-t2 C1 C3 C3
9610 15 16 U2 P2 gwa-t2 C1 C3 C3
9610 15 16 U2 P2 gwa-t2 C1 C3 C3
9610 15 16 U3 P3 gwa-t2 C1 C3 C3
9610 15 16 U3 P3 gwa-t2 C1 C3 C3
9610 15 16 U4 P4 gwa-t2 C1 C3 C3
9610 15 16 U4 P4 gwa-t2 C1 C3 C3
9610 15 16 U5 P5 gwa-t2 C1 C3 C3
9610 15 16 U5 P5 gwa-t2 C1 C3 C3
9610 15 16 U5 P5 gwa-t2 C1 C3 C3
10210 15 17 U2 P2 gwa-t2 C1 C3 C3
10210 15 17 U2 P2 gwa-t2 C1 C3 C3
10210 15 17 U2 P2 gwa-t2 C1 C3 C3
10210 15 17 U3 P3 gwa-t2 C1 C3 C3
10210 15 17 U3 P3 gwa-t2 C1 C3 C3
10210 15 17 U4 P4 gwa-t2 C1 C3 C3
10210 15 17 U4 P4 gwa-t2 C1 C3 C3
10210 15 17 U0 P0 gwa-t2 C1 C3 C3
10210 15 17 U0 P0 gwa-t2 C1 C3 C3
10210 15 17 U5 P5 gwa-t2 C1 C3 C3
10210 15 17 U5 P5 gwa-t2 C1 C3 C3
10210 15 17 U5 P5 gwa-t2 C1 C3 C3
10810 15 18 U3 P3 gwa-t2 C1 C3 C3
10810 15 18 U3 P3 gwa-t2 C1 C3 C3
10810 15 18 U3 P3 gwa-t2 C1 C3 C3
10810 15 18 U4 P4 gwa-t2 C1 C3 C3
10810 15 18 U4 P4 gwa-t2 C1 C3 C3
10810 15 18 U0 P0 gwa-t2 C1 C3 C3
10810 15 18 U0 P0 gwa-t2 C1 C3 C3
10810 15 18 U1 P1 gwa-t2 C1 C3 C3
10810 15 18 U1 P1 gwa-t2 C1 C3 C3
10810 15 18 U5 P5 gwa-t2 C1 C3 C3
10810 15 18 U5 P5 gwa-t2 C1 C3 C3
10810 15 18 U5 P5 gwa-t2 C1 C3 C3
11410 15 19 U4 P4 gwa-t2 C1 C3 C3
11410 15 19 U4 P4 gwa-t2 C1 C3 C3
11410 15 19 U4 P4 gwa-t2 C1 C3 C3
11410 15 19 U0 P0 gwa-t2 C1 C3 C3
11410 15 19 U0 P0 gwa-t2 C1 C3 C3
11410 15 19 U1 P1 gwa-t2 C1 C3 C3
11410 15 19 U1 P1 gwa-t2 C1 C3 C3
11410 15 19 U2 P2 gwa-t2 C1 C3 C3
11410 15 19 U2 P2 gwa-t2 C1 C3 C3
11410 15 19 U5 P5 gwa-t2 C1 C3 C3
11410 15 19 U5 P5 gwa-t2 C1 C3 C3
11410 15 19 U5 P5 gwa-t2 C1 C3 C3
12010 15 20 U0 P0 gwa-t2 C1 C3 C3
12010 15 20 U0 P0 gwa-t2 C1 C3 C3
12010 15 20 U0 P0 gwa-t2 C1 C3 C3
12010 15 20 U1 P1 gwa-t2 C1 C3 C3
12010 15 20 U1 P1 gwa-t2 C1 C3 C3
12010 15 20 U2 P2 gwa-t2 C1 C3 C3
12010 15 20 U2 P2 gwa-t2 C1 C3 C3
12010 15 20 U3 P3 gwa-t2 C1 C3 C3
12010 15 20 U3 P3 gwa-t2 C1 C3 C3
12010 15 20 U5 P5 gwa-t2 C1 C3 C3
12010 15 20 U5 P5 gwa-t2 C1 C3 C3
12010 15 20 U5 P5 gwa-t2 C1 C3 C3
12610 15 21 U1 P1 gwa-t2 C1 C3 C3
12610 15 21 U1 P1 gwa-t2 C1 C3 C3
12610 15 21 U1 P1 gwa-t2 C1 C3 C3
12610 15 21 U2 P2 gwa-t2 C1 C3 C3
12610 15 21 U2 P2 gwa-t2 C1 C3 C3
12610 15 21 U3 P3 gwa-t2 C1 C3 C3
12610 15 21 U3 P3 gwa-t2 C1 C3 C3
12610 15 21 U4 P4 gwa-t2 C1 C3 C3
12610 15 21 U4 P4 gwa-t2 C1 C3 C3
12610 15 21 U5 P5 gwa-t2 C1 C3 C3
12610 15 21 U5 P5 gwa-t2 C1 C3 C3
12610 15 21 U5 P5 gwa-t2 C1 C3 C3
13210 15 22 U2 P2 gwa-t2 C1 C3 C3
13210 15 22 U2 P2 gwa-t2 C1 C3 C3
13210 15 22 U2 P2 gwa-t2 C1 C3 C3
13210 15 22 U3 P3 gwa-t2 C1 C3 C3
13210 15 22 U3 P3 gwa-t2 C1 C3 C3
13210 15 22 U4 P4 gwa-t2 C1 C3 C3
13210 15 22 U4 P4 gwa-t2 C1 C3 C3
13210 15 22 U0 P0 gwa-t2 C1 C3 C3
13210 15 22 U0 P0 gwa-t2 C1 C3 C3
13210 15 22 U5 P5 gwa-t2 C1 C3 C3
13210 15 22 U5 P5 gwa-t2 C1 C3 C3
13210 15 22 U5 P5 gwa-t2 C1 C3 C3
13810 15 23 U3 P3 gwa-t2 C1 C3 C3
13810 15 23 U3 P3 gwa-t2 C1 C3 C3
13810 15 23 U3 P3 gwa-t2 C1 C3 C3
13810 15 23 U4 P4 gwa-t2 C1 C3 C3
13810 15 23 U4 P4 gwa-t2 C1 C3 C3
13810 15 23 U0 P0 gwa-t2 C1 C3 C3
13810 15 23 U0 P0 gwa-t2 C1 C3 C3
13810 15 23 U1 P1 gwa-t2 C1 C3 C3
13810 15 23 U1 P1 gwa-t2 C1 C3 C3
13810 15 23 U5 P5 gwa-t2 C1 C3 C3
13810 15 23 U5 P5 gwa-t2 C1 C3 C3
13810 15 23 U5 P5 gwa-t2 C1 C3 C3
14410 15 24 U4 P4 gwa-t2 C1 C3 C3
14410 15 24 U4 P4 gwa-t2 C1 C3 C3
14410 15 24 U4 P4 gwa-t2 C1 C3 C3
14410 15 24 U0 P0 gwa-t2 C1 C3 C3
14410 15 24 U0 P0 gwa-t2 C1 C3 C3
14410 15 24 U1 P1 gwa-t2 C1 C3 C3
14410 15 24 U1 P1 gwa-t2 C1 C3 C3
14410 15 24 U2 P2 gwa-t2 C1 C3 C3
14410 15 24 U2 P2 gwa-t2 C1 C3 C3
14410 15 24 U5 P5 gwa-t2 C1 C3 C3
14410 15 24 U5 P5 gwa-t2 C1 C3 C3
14410 15 24 U5 P5 gwa-t2 C1 C3 C3
15010 15 25 U0 P0 gwa-t2 C1 C3 C3
15010 15 25 U0 P0 gwa-t2 C1 C3 C3
15010 15 25 U0 P0 gwa-t2 C1 C3 C3
15010 15 25 U1 P1 gwa-t2 C1 C3 C3
15010 15 25 U1 P1 gwa-t2 C1 C3 C3
15010 15 25 U2 P2 gwa-t2 C1 C3 C3
15010 15 25 U2 P2 gwa-t2 C1 C3 C3
15010 15 25 U3 P3 gwa-t2 C1 C3 C3
15010 15 25 U3 P3 gwa-t2 C1 C3 C3
15010 15 25 U5 P5 gwa-t2 C1 C3 C3
15010 15 25 U5 P5 gwa-t2 C1 C3 C3
15010 15 25 U5 P5 gwa-t2 C1 C3 C3
15610 15 26 U1 P1 gwa-t2 C1 C3 C3
15610 15 26 U1 P1 gwa-t2 C1 C3 C3
15610 15 26 U1 P1 gwa-t2 C1 C3 C3
15610 15 26 U2 P2 gwa-t2 C1 C3 C3
15610 15 26 U2 P2 gwa-t2 C1 C3 C3
15610 15 26 U3 P3 gwa-t2 C1 C3 C3
15610 15 26 U3 P3 gwa-t2 C1 C3 C3
15610 15 26 U4 P4 gwa-t2 C1 C3 C3
15610 15 26 U4 P4 gwa-t2 C1 C3 C3
15610 15 26 U5 P5 gwa-t2 C1 C3 C3
15610 15 26 U5 P5 gwa-t2 C1 C3 C3
15610 15 26 U5 P5 gwa-t2 C1 C3 C3
16210 15 27 U2 P2 gwa-t2 C1 C3 C3
16210 15 27 U2 P2 gwa-t2 C1 C3 C3
16210 15 27 U2 P2 gwa-t2 C1 C3 C3
16210 15 27 U3 P3 gwa-t2 C1 C3 C3
16210 15 27 U3 P3 gwa-t2 C1 C3 C3
16210 15 27 U4 P4 gwa-t2 C1 C3 C3
16210 15 27 U4 P4 gwa-t2 C1 C3 C3
16210 15 27 U0 P0 gwa-t2 C1 C3 C3
16210 15 27 U0 P0 gwa-t2 C1 C3 C3
16210 15 27 U5 P5 gwa-t2 C1 C3 C3
16210 15 27 U5 P5 gwa-t2 C1 C3 C3
16210 15 27 U5 P5 gwa-t2 C1 C3 C3
16810 15 28 U3 P3 gwa-t2 C1 C3 C3
16810 15 28 U3 P3 gwa-t2 C1 C3 C3
16810 15 28 U3 P3 gwa-t2 C1 C3 C3
16810 15 28 U4 P4 gwa-t2 C1 C3 C3
16810 15 28 U4 P4 gwa-t2 C1 C3 C3
16810 15 28 U0 P0 gwa-t2 C1 C3 C3
16810 15 28 U0 P0 gwa-t2 C1 C3 C3
16810 15 28 U1 P1 gwa-t2 C1 C3 C3
16810 15 28 U1 P1 gwa-t2 C1 C3 C3
16810 15 28 U5 P5 gwa-t2 C1 C3 C3
16810 15 28 U5 P5 gwa-t2 C1 C3 C3
16810 15 28 U5 P5 gwa-t2 C1 C3 C3
17410 15 29 U4 P4 gwa-t2 C1 C3 C3
17410 15 29 U4 P4 gwa-t2 C1 C3 C3
17410 15 29 U4 P4 gwa-t2 C1 C3 C3
17410 15 29 U0 P0 gwa-t2 C1 C3 C3
17410 15 29 U0 P0 gwa-t2 C1 C3 C3
17410 15 29 U1 P1 gwa-t2 C1 C3 C3
17410 15 29 U1 P1 gwa-t2 C1 C3 C3
17410 15 29 U2 P2 gwa-t2 C1 C3 C3
17410 15 29 U2 P2 gwa-t2 C1 C3 C3
17410 15 29 U5 P5 gwa-t2 C1 C3 C3
17410 15 29 U5 P5 gwa-t2 C1 C3 C3
17410 15 29 U5 P5 gwa-t2 C1 C3 C3
18010 15 30 U0 P0 gwa-t2 C1 C3 C3
18010 15 30 U0 P0 gwa-t2 C1 C3 C3
18010 15 30 U0 P0 gwa-t2 C1 C3 C3
18010 15 30 U1 P1 gwa-t2 C1 C3 C3
18010 15 30 U1 P1 gwa-t2 C1 C3 C3
18010 15 30 U2 P2 gwa-t2 C1 C3 C3
18010 15 30 U2 P2 gwa-t2 C1 C3 C3
18010 15 30 U3 P3 gwa-t2 C1 C3 C3
18010 15 30 U3 P3 gwa-t2 C1 C3 C3
18010 15 30 U5 P5 gwa-t2 C1 C3 C3
18010 15 30 U5 P5 gwa-t2 C1 C3 C3
18010 15 30 U5 P5 gwa-t2 C1 C3 C3
18610 15 31 U1 P1 gwa-t2 C1 C3 C3
18610 15 31 U1 P1 gwa-t2 C1 C3 C3
18610 15 31 U1 P1 gwa-t2 C1 C3 C3
18610 15 31 U2 P2 gwa-t2 C1 C3 C3
18610 15 31 U2 P2 gwa-t2 C1 C3 C3
18610 15 31 U3 P3 gwa-t2 C1 C3 C3
18610 15 31 U3 P3 gwa-t2 C1 C3 C3
18610 15 31 U4 P4 gwa-t2 C1 C3 C3
18610 15 31 U4 P4 gwa-t2 C1 C3 C3
18610 15 31 U5 P5 gwa-t2 C1 C3 C3
18610 15 31 U5 P5 gwa-t2 C1 C3 C3
18610 15 31 U5 P5 gwa-t2 C1 C3 C3
19210 15 32 U2 P2 gwa-t2 C1 C3 C3
19210 15 32 U2 P2 gwa-t2 C1 C3 C3
19210 15 32 U2 P2 gwa-t2 C1 C3 C3
19210 15 32 U3 P3 gwa-t2 C1 C3 C3
19210 15 32 U3 P3 gwa-t2 C1 C3 C3
19210 15 32 U4 P4 gwa-t2 C1 C3 C3
19210 15 32 U4 P4 gwa-t2 C1 C3 C3
19210 15 32 U0 P0 gwa-t2 C1 C3 C3
19210 15 32 U0 P0 gwa-t2 C1 C3 C3
19210 15 32 U5 P5 gwa-t2 C1 C3 C3
19210 15 32 U5 P5 gwa-t2 C1 C3 C3
19210 15 32 U5 P5 gwa-t2 C1 C3 C3
19810 15 33 U3 P3 gwa-t2 C1 C3 C3
19810 15 33 U3 P3 gwa-t2 C1 C3 C3
19810 15 33 U3 P3 gwa-t2 C1 C3 C3
19810 15 33 U4 P4 gwa-t2 C1 C3 C3
19810 15 33 U4 P4 gwa-t2 C1 C3 C3
19810 15 33 U0 P0 gwa-t2 C1 C3 C3
19810 15 33 U0 P0 gwa-t2 C1 C3 C3
19810 15 33 U1 P1 gwa-t2 C1 C3 C3
19810 15 33 U1 P1 gwa-t2 C1 C3 C3
19810 15 33 U5 P5 gwa-t2 C1 C3 C3
19810 15 33 U5 P5 gwa-t2 C1 C3 C3
19810 15 33 U5 P5 gwa-t2 C1 C3 C3
20410 15 34 U4 P4 gwa-t2 C1 C3 C3
20410 15 34 U4 P4 gwa-t2 C1 C3 C3
20410 15 34 U4 P4 gwa-t2 C1 C3 C3
20410 15 34 U0 P0 gwa-t2 C1 C3 C3
20410 15 34 U0 P0 gwa-t2 C1 C3 C3
20410 15 34 U1 P1 gwa-t2 C1 C3 C3
20410 15 34 U1 P1 gwa-t2 C1 C3 C3
20410 15 34 U2 P2 gwa-t2 C1 C3 C3
20410 15 34 U2 P2 gwa-t2 C1 C3 C3
20410 15 34 U5 P5 gwa-t2 C1 C3 C3
20410 15 34 U5 P5 gwa-t2 C1 C3 C3
20410 15 34 U5 P5 gwa-t2 C1 C3 C3
21010 15 35 U0 P0 gwa-t2 C1 C3 C3
21010 15 35 U0 P0 gwa-t2 C1 C3 C3
21010 15 35 U0 P0 gwa-t2 C1 C3 C3
21010 15 35 U1 P1 gwa-t2 C1 C3 C3
21010 15 35 U1 P1 gwa-t2 C1 C3 C3
21010 15 35 U2 P2 gwa-t2 C1 C3 C3
21010 15 35 U2 P2 gwa-t2 C1 C3 C3
21010 15 35 U3 P3 gwa-t2 C1 C3 C3
21010 15 35 U3 P3 gwa-t2 C1 C3 C3
21010 15 35 U5 P5 gwa-t2 C1 C3 C3
21010 15 35 U5 P5 gwa-t2 C1 C3 C3
21010 15 35 U5 P5 gwa-t2 C1 C3 C3
21610 15 36 U1 P1 gwa-t2 C1 C3 C3
21610 15 36 U1 P1 gwa-t2 C1 C3 C3
21610 15 36 U1 P1 gwa-t2 C1 C3 C3
21610 15 36 U2 P2 gwa-t2 C1 C3 C3
21610 15 36 U2 P2 gwa-t2 C1 C3 C3
21610 15 36 U3 P3 gwa-t2 C1 C3 C3
21610 15 36 U3 P3 gwa-t2 C1 C3 C3
21610 15 36 U4 P4 gwa-t2 C1 C3 C3
21610 15 36 U4 P4 gwa-t2 C1 C3 C3
21610 15 36 U5 P5 gwa-t2 C1 C3 C3
21610 15 36 U5 P5 gwa-t2 C1 C3 C3
21610 15 36 U5 P5 gwa-t2 C1 C3 C3
22210 15 37 U2 P2 gwa-t2 C1 C3 C3
22210 15 37 U2 P2 gwa-t2 C1 C3 C3
22210 15 37 U2 P2 gwa-t2 C1 C3 C3
22210 15 37 U3 P3 gwa-t2 C1 C3 C3
22210 15 37 U3 P3 gwa-t2 C1 C3 C3
22210 15 37 U4 P4 gwa-t2 C1 C3 C3
22210 15 37 U4 P4 gwa-t2 C1 C3 C3
22210 15 37 U0 P0 gwa-t2 C1 C3 C3
22210 15 37 U0 P0 gwa-t2 C1 C3 C3
22210 15 37 U5 P5 gwa-t2 C1 C3 C3
22210 15 37 U5 P5 gwa-t2 C1 C3 C3
22210 15 37 U5 P5 gwa-t2 C1 C3 C3
22810 15 38 U3 P3 gwa-t2 C1 C3 C3
22810 15 38 U3 P3 gwa-t2 C1 C3 C3
22810 15 38 U3 P3 gwa-t2 C1 C3 C3
22810 15 38 U4 P4 gwa-t2 C1 C3 C3
22810 15 38 U4 P4 gwa-t2 C1 C3 C3
22810 15 38 U0 P0 gwa-t2 C1 C3 C3
22810 15 38 U0 P0 gwa-t2 C1 C3 C3
22810 15 38 U1 P1 gwa-t2 C1 C3 C3
22810 15 38 U1 P1 gwa-t2 C1 C3 C3
22810 15 38 U5 P5 gwa-t2 C1 C3 C3
22810 15 38 U5 P5 gwa-t2 C1 C3 C3
22810 15 38 U5 P5 gwa-t2 C1 C3 C3
23410 15 39 U4 P4 gwa-t2 C1 C3 C3
23410 15 39 U4 P4 gwa-t2 C1 C3 C3
23410 15 39 U4 P4 gwa-t2 C1 C3 C3
23410 15 39 U0 P0 gwa-t2 C1 C3 C3
23410 15 39 U0 P0 gwa-t2 C1 C3 C3
23410 15 39 U1 P1 gwa-t2 C1 C3 C3
23410 15 39 U1 P1 gwa-t2 C1 C3 C3
23410 15 39 U2 P2 gwa-t2 C1 C3 C3
23410 15 39 U2 P2 gwa-t2 C1 C3 C3
23410 15 39 U5 P5 gwa-t2 C1 C3 C3
23410 15 39 U5 P5 gwa-t2 C1 C3 C3
23410 15 39 U5 P5 gwa-t2 C1 C3 C3
